,Model,Fuel Type,Engine Size,Transmission,Mileage,Doors,BHP,Year,MPG,Body Type,CO2,Colour,Price
22,Fiesta,Petrol,1.5L,Manual,"17,255 miles",5,197 bhp,2019 (69),40.4,Hatchback,136 g/km,MAGNETIC GREY,"£18,800"
23,S-Max,Diesel,2.0L,Manual,"43,801 miles",5,148 bhp,2017 (17),56.5,MPV,129 g/km,RED,"£18,600"
24,S-Max,Diesel,2.0L,Manual,"57,611 miles",5,177 bhp,2016 (16),56.5,MPV,129 g/km,GREY,"£18,600"
25,Mondeo,Diesel,2.0L,Manual,"29,161 miles",5,148 bhp,2020 (69),53.3,Hatchback,123 g/km,BLUE,"£18,500"
26,Edge,Diesel,2.0L,Manual,"51,322 miles",5,177 bhp,2016 (66),48.7,Estate,149 g/km,BLUE,"£18,500"
27,Kuga,Diesel,1.5L,Manual,"20,292 miles",5,118 bhp,2018 (18),44.8,Hatchback,137 g/km,FROZEN WHITE,"£18,500"
28,Kuga,Diesel,2.0L,Manual,"37,948 miles",5,148 bhp,2018 (18),60.1,Hatchback,122 g/km,FROZEN WHITE,"£18,400"
29,Kuga,Diesel,2.0L,Automatic,"72,201 miles",5,118 bhp,2018 (68),37.2,Hatchback,164 g/km,GREY,"£18,400"
30,Kuga,Diesel,1.5L,Manual,"19,327 miles",5,118 bhp,2018 (18),44.8,Hatchback,137 g/km,BLACK,"£17,900"
31,Kuga,Diesel,1.5L,Manual,"25,444 miles",5,118 bhp,2017 (67),64.2,Hatchback,115 g/km,GREEN,"£17,600"
32,Focus,Petrol,2.0L,Manual,"23,460 miles",5,247 bhp,2017 (17),41.5,Hatchback,159 g/km,DEEP IMPACT BLUE,"£17,500"
33,Kuga,Diesel,1.5L,Manual,"46,706 miles",5,118 bhp,2018 (18),64.2,Hatchback,115 g/km,MAGNETIC GREY,"£17,400"
34,Fiesta,Petrol,1.0L,Automatic,"23,040 miles",5,99 bhp,2019 (19),49.6,Hatchback,130 g/km,RED,"£17,300"
35,Kuga,Diesel,1.5L,Manual,"38,283 miles",5,118 bhp,2018 (68),44.8,Hatchback,137 g/km,RACE RED,"£17,200"
36,Kuga,Diesel,1.5L,Manual,"31,849 miles",5,118 bhp,2017 (67),64.2,Hatchback,115 g/km,BLUE,"£17,100"
37,Kuga,Diesel,2.0L,Manual,"34,483 miles",5,148 bhp,2018 (18),60.1,Hatchback,122 g/km,BLACK,"£17,000"
38,Kuga,Diesel,2.0L,Automatic,"63,813 miles",5,177 bhp,2017 (66),54.3,Hatchback,134 g/km,SHADOW BLACK ,"£17,000"
39,Fiesta,Petrol,1.0L,Manual,981 miles,5,94 bhp,2020 (70),53.3,Hatchback,94 g/km,BLACK,"£17,000"
40,Focus,Petrol,1.0L,Manual,"21,802 miles",5,123 bhp,2019 (19),47.9,Hatchback,107 g/km,Diffused Silver,"£16,900"
41,Focus,Petrol,1.0L,Manual,"29,966 miles",5,123 bhp,2018 (68),48.7,Hatchback,111 g/km,CHROME BLUE,"£16,900"
42,Kuga,Petrol,1.5L,Manual,"20,643 miles",5,148 bhp,2018 (68),37.2,Hatchback,181 g/km,MAGNETIC GREY,"£16,800"
43,Kuga,Diesel,1.5L,Automatic,"35,147 miles",5,118 bhp,2018 (67),58.9,Hatchback,124 g/km,GREEN,"£16,500"
44,Kuga,Petrol,1.5L,Manual,"17,087 miles",5,148 bhp,2018 (18),37.2,Hatchback,181 g/km,BLACK,"£16,500"
45,Kuga,Diesel,1.5L,Manual,"21,806 miles",5,118 bhp,2018 (67),64.2,Hatchback,115 g/km,GREY,"£16,500"
46,Kuga,Diesel,2.0L,Manual,"64,972 miles",5,177 bhp,2017 (67),54.3,Hatchback,135 g/km,MAGNETIC GREY,"£16,500"
47,Focus,Diesel,1.5L,Manual,"17,734 miles",5,118 bhp,2019 (19),62.8,Hatchback,94 g/km,GREY,"£16,300"
48,Kuga,Diesel,1.5L,Manual,"47,822 miles",5,118 bhp,2018 (18),64.2,Hatchback,115 g/km,FROZEN WHITE,"£16,300"
49,Kuga,Petrol,1.5L,Manual,"21,826 miles",5,118 bhp,2018 (68),37.2,Hatchback,181 g/km,MOONDUST SILVER,"£16,250"
50,Focus,Diesel,1.5L,Manual,"42,645 miles",5,118 bhp,2019 (69),61.4,Hatchback,97 g/km,SILVER,"£16,200"
51,Kuga,Petrol,1.5L,Automatic,"54,809 miles",5,176 bhp,2018 (68),28.8,Hatchback,208 g/km,BLUE,"£16,200"
52,Focus,Petrol,1.0L,Manual,"37,188 miles",5,123 bhp,2019 (19),48.7,Hatchback,111 g/km,BLACK,"£16,100"
53,Kuga,Diesel,1.5L,Manual,"34,188 miles",5,118 bhp,2018 (18),44.8,Hatchback,137 g/km,CHROME BLUE,"£16,100"
54,Kuga,Diesel,1.5L,Automatic,"53,550 miles",5,118 bhp,2018 (18),58.9,Hatchback,124 g/km,Copper Pulse Exclusive,"£16,100"
55,Ecosport,Petrol,1.0L,Automatic,"36,823 miles",5,123 bhp,2018 (68),38.7,Hatchback,140 g/km,SILVER,"£16,100"
56,Ecosport,Petrol,1.0L,Manual,"14,928 miles",5,138 bhp,2019 (19),43.5,Hatchback,119 g/km,GREY,"£16,000"
57,Kuga,Diesel,1.5L,Manual,"38,606 miles",5,118 bhp,2018 (18),64.2,Hatchback,115 g/km,GREEN,"£16,000"
58,Kuga,Diesel,2.0L,Manual,"29,150 miles",5,148 bhp,2017 (67),60.1,Hatchback,122 g/km,BLACK,"£15,900"
59,Focus,Petrol,1.0L,Manual,"9,338 miles",5,123 bhp,2018 (18),49.6,Hatchback,108 g/km,MOONDUST SILVER,"£15,900"
60,Focus,Diesel,1.5L,Manual,"34,633 miles",5,118 bhp,2018 (68),61.4,Hatchback,97 g/km,BLACK,"£15,900"
61,Focus,Petrol,1.0L,Automatic,"21,138 miles",5,123 bhp,2018 (68),51.4,Hatchback,125 g/km,BLACK,"£15,900"
62,Kuga,Diesel,1.5L,Manual,"37,243 miles",5,118 bhp,2017 (67),64.2,Hatchback,115 g/km,MAGNETIC GREY,"£15,800"
63,Kuga,Diesel,2.0L,Manual,"74,554 miles",5,148 bhp,2017 (17),60.1,Hatchback,122 g/km,GREY,"£15,700"
64,Ecosport,Petrol,1.0L,Automatic,"44,125 miles",5,123 bhp,2018 (68),38.7,Hatchback,140 g/km,GREY,"£15,600"
65,Fiesta,Petrol,1.0L,Manual,"9,893 miles",3,138 bhp,2019 (19),47.9,Hatchback,113 g/km,FROZEN WHITE,"£15,600"
66,Kuga,Diesel,1.5L,Manual,"53,586 miles",5,118 bhp,2018 (18),64.2,Hatchback,115 g/km,DEEP IMPACT BLUE,"£15,600"
67,Kuga,Petrol,1.5L,Manual,"25,370 miles",5,148 bhp,2016 (16),45.6,Hatchback,143 g/km,FROZEN WHITE,"£15,600"
68,Kuga,Diesel,1.5L,Manual,"29,346 miles",5,118 bhp,2017 (67),64.2,Hatchback,115 g/km,RED,"£15,500"
69,Focus,Diesel,1.5L,Automatic,"38,865 miles",5,118 bhp,2018 (68),54.3,Hatchback,111 g/km,BLACK,"£15,500"
70,Ecosport,Petrol,1.0L,Automatic,"17,781 miles",5,123 bhp,2019 (68),38.7,Hatchback,140 g/km,BLUE,"£15,500"
71,Kuga,Diesel,2.0L,Manual,"49,599 miles",5,177 bhp,2016 (66),54.3,Hatchback,135 g/km,DEEP IMPACT BLUE,"£15,500"
72,Fiesta,Petrol,1.0L,Manual,"20,189 miles",5,138 bhp,2018 (68),47.9,Hatchback,117 g/km,MAGNETIC GREY,"£15,500"
73,Kuga,Diesel,1.5L,Manual,"57,284 miles",5,118 bhp,2017 (67),64.2,Hatchback,115 g/km,BLUE,"£15,200"
74,Ecosport,Petrol,1.0L,Automatic,"22,520 miles",5,123 bhp,2018 (68),38.7,Hatchback,140 g/km,SHADOW BLACK ,"£15,100"
75,Focus,Petrol,1.0L,Manual,"36,384 miles",5,123 bhp,2018 (68),48.7,Hatchback,111 g/km,WHITE,"£15,000"
76,Focus,Petrol,1.0L,Manual,"17,913 miles",5,99 bhp,2019 (68),50.4,Hatchback,107 g/km,BLACK,"£14,900"
77,Ecosport,Petrol,1.0L,Manual,"31,679 miles",5,99 bhp,2018 (68),43.5,Hatchback,120 g/km,RED,"£14,700"
78,Fiesta,Petrol,1.0L,Manual,"22,981 miles",3,123 bhp,2018 (68),48.7,Hatchback,108 g/km,BLACK,"£14,600"
79,C-Max,Petrol,1.0L,Manual,"30,696 miles",5,123 bhp,2018 (68),40.4,MPV,131 g/km,BLUE,"£14,400"
80,Focus,Diesel,1.5L,Manual,"48,225 miles",5,118 bhp,2018 (68),74.3,Hatchback,99 g/km,BLUE,"£14,300"
81,Focus,Diesel,2.0L,Manual,"82,534 miles",5,182 bhp,2017 (67),67.3,Hatchback,110 g/km,BLACK,"£14,300"
82,Fiesta,Petrol,1.0L,Manual,"15,218 miles",3,123 bhp,2017 (67),65.7,Hatchback,98 g/km,WHITE,"£14,300"
83,Mondeo,Hybrid Petrol,2.0L,Automatic,"73,823 miles",4,,2018 (18),,Saloon,108 g/km,BLACK,"£14,200"
84,Fiesta Vignale,Petrol,1.0L,Manual,"41,844 miles",5,138 bhp,2018 (68),47.9,Hatchback,116 g/km,SILVER,"£14,200"
85,Kuga,Diesel,1.5L,Manual,"37,228 miles",5,118 bhp,2017 (17),64.2,Hatchback,115 g/km,GREY,"£14,100"
86,Fiesta,Petrol,1.0L,Manual,"31,605 miles",5,123 bhp,2019 (68),47.9,Hatchback,112 g/km,WHITE,"£14,100"
87,Ecosport,Petrol,1.0L,Manual,"33,029 miles",5,123 bhp,2018 (18),54.3,Hatchback,119 g/km,BLACK,"£14,100"
88,Fiesta,Petrol,1.0L,Manual,"23,603 miles",5,123 bhp,2019 (68),47.9,Hatchback,112 g/km,RED,"£14,000"
89,Fiesta,Petrol,1.0L,Manual,"15,339 miles",5,123 bhp,2018 (68),47.9,Hatchback,112 g/km,GREY,"£14,000"
90,Focus,Petrol,1.0L,Manual,"28,000 miles",5,138 bhp,2018 (67),57.7,Hatchback,112 g/km,BLACK,"£14,000"
91,Focus,Petrol,1.0L,Manual,"23,497 miles",5,138 bhp,2018 (18),57.7,Hatchback,112 g/km,GREY,"£14,000"
92,Focus,Petrol,1.0L,Manual,"24,703 miles",5,123 bhp,2018 (18),58.9,Estate,110 g/km,BLUE,"£14,000"
93,Kuga,Diesel,2.0L,Manual,"54,562 miles",5,177 bhp,2015 (65),54.3,Hatchback,135 g/km,MOONDUST SILVER,"£14,000"
94,Fiesta,Petrol,1.0L,Manual,"22,000 miles",3,138 bhp,2018 (67),62.8,Hatchback,102 g/km,GREY,"£13,900"
95,Focus,Petrol,1.0L,Manual,"22,705 miles",5,,2018 (68),,Hatchback,107 g/km,RED,"£13,800"
96,Ecosport,Petrol,1.0L,Manual,"24,610 miles",5,123 bhp,2018 (18),54.3,Hatchback,119 g/km,BLUE,"£13,750"
97,C-Max,Petrol,1.0L,Manual,"41,029 miles",5,123 bhp,2018 (68),40.4,MPV,131 g/km,BLUE,"£13,700"
98,Fiesta,Petrol,1.0L,Manual,"28,028 miles",5,123 bhp,2019 (19),47.9,Hatchback,112 g/km,BLACK,"£13,600"
99,Focus,Petrol,1.0L,Manual,"19,606 miles",5,123 bhp,2017 (67),60.1,Hatchback,108 g/km,BLUE,"£13,600"
100,Fiesta,Petrol,1.0L,Manual,"30,117 miles",5,123 bhp,2019 (68),47.9,Hatchback,112 g/km,RED,"£13,600"
101,Focus,Petrol,1.0L,Manual,"33,826 miles",5,99 bhp,2018 (68),50.4,Hatchback,107 g/km,BLACK,"£13,500"
102,Mondeo,Diesel,2.0L,Manual,"71,479 miles",5,148 bhp,2018 (18),50.4,Estate,132 g/km,BLACK,"£13,500"
103,Fiesta,Petrol,1.0L,Automatic,"37,312 miles",5,99 bhp,2019 (19),42.8,Hatchback,127 g/km,RED,"£13,500"
104,Fiesta,Petrol,1.0L,Manual,"21,051 miles",3,99 bhp,2018 (68),48.7,Hatchback,108 g/km,RED,"£13,500"
105,Fiesta,Petrol,1.0L,Manual,"22,571 miles",3,99 bhp,2018 (68),65.7,Hatchback,97 g/km,RED,"£13,300"
106,Fiesta,Petrol,1.0L,Manual,"31,612 miles",5,123 bhp,2019 (68),47.9,Hatchback,112 g/km,SILVER,"£13,300"
107,Focus,Diesel,1.5L,Manual,"25,929 miles",5,118 bhp,2018 (67),74.3,Hatchback,99 g/km,GREY,"£13,200"
108,Focus,Petrol,1.0L,Manual,"43,433 miles",5,138 bhp,2017 (67),57.7,Hatchback,112 g/km,GREY,"£13,000"
109,Kuga,Diesel,2.0L,Manual,"49,657 miles",5,177 bhp,2015 (15),54.3,Hatchback,135 g/km,WHITE,"£13,000"
110,Ecosport,Petrol,1.0L,Manual,"30,177 miles",5,123 bhp,2018 (68),44.1,Hatchback,120 g/km,GREY,"£13,000"
111,Fiesta,Petrol,1.0L,Manual,"12,480 miles",5,99 bhp,2018 (68),49.6,Hatchback,110 g/km,RED,"£13,000"
112,Fiesta,Petrol,1.0L,Manual,"12,245 miles",5,99 bhp,2019 (19),47.1,Hatchback,114 g/km,BLUE,"£13,000"
113,Focus,Petrol,1.0L,Manual,"24,241 miles",5,123 bhp,2018 (18),60.1,Hatchback,108 g/km,GREY,"£12,900"
114,C-Max,Diesel,1.5L,Manual,"36,211 miles",5,118 bhp,2018 (18),68.9,MPV,105 g/km,SILVER,"£12,800"
115,Focus,Diesel,1.5L,Automatic,"38,154 miles",5,118 bhp,2018 (18),74.3,Hatchback,99 g/km,BLACK,"£12,700"
116,C-Max,Petrol,1.6L,Manual,"27,371 miles",5,123 bhp,2018 (67),44.1,MPV,149 g/km,GREY,"£12,600"
117,Focus,Diesel,1.5L,Manual,"33,479 miles",5,118 bhp,2017 (67),74.3,Hatchback,99 g/km,MAGNETIC GREY,"£12,500"
118,Ecosport,Diesel,1.5L,Manual,"33,395 miles",5,99 bhp,2018 (68),56.5,Hatchback,111 g/km,BLUE,"£12,500"
119,Fiesta,Petrol,1.0L,Manual,"21,045 miles",3,123 bhp,2019 (19),48.7,Hatchback,108 g/km,RED,"£12,500"
120,Focus,Petrol,1.0L,Manual,"41,072 miles",5,138 bhp,2018 (67),57.7,Hatchback,112 g/km,GREY,"£12,400"
121,Mondeo,Petrol,1.5L,Manual,"51,744 miles",5,158 bhp,2017 (17),48.7,Hatchback,134 g/km,BLACK,"£12,400"
122,Fiesta,Petrol,1.0L,Manual,"40,590 miles",5,99 bhp,2019 (68),49.6,Hatchback,110 g/km,BLACK,"£12,100"
123,Focus,Diesel,2.0L,Automatic,"42,595 miles",5,148 bhp,2015 (15),64.2,Hatchback,115 g/km,GREY,"£12,100"
124,Fiesta,Petrol,1.1L,Manual,"15,576 miles",5,85 bhp,2018 (68),48.7,Hatchback,114 g/km,WHITE,"£12,100"
125,Fiesta,Petrol,1.0L,Manual,"23,464 miles",5,99 bhp,2018 (68),49.6,Hatchback,110 g/km,RACE RED,"£12,100"
126,Fiesta,Petrol,1.1L,Manual,"9,057 miles",5,,2018 (68),,Hatchback,114 g/km,BRONZE,"£12,000"
127,Fiesta,Petrol,1.0L,Manual,"25,213 miles",5,99 bhp,2018 (68),49.6,Hatchback,110 g/km,RED,"£12,000"
128,Focus,Petrol,1.6L,Automatic,"24,145 miles",5,123 bhp,2015 (65),44.8,Hatchback,146 g/km,WHITE,"£11,600"
129,Focus,Petrol,1.0L,Manual,"41,726 miles",5,123 bhp,2018 (18),60.1,Hatchback,108 g/km,RACE BLUE,"£11,500"
130,Fiesta,Diesel,1.5L,Manual,"26,719 miles",5,85 bhp,2017 (67),85.6,Hatchback,84 g/km,GREY,"£11,500"
131,Kuga,Diesel,2.0L,Manual,"47,339 miles",5,148 bhp,2015 (15),60.1,Hatchback,122 g/km,BLACK,"£11,200"
132,Focus,Petrol,1.0L,Manual,"46,461 miles",5,123 bhp,2018 (18),60.1,Hatchback,108 g/km,WHITE,"£11,100"
133,Fiesta,Petrol,1.0L,Manual,"25,012 miles",3,138 bhp,2017 (17),62.8,Hatchback,104 g/km,BLACK,"£11,000"
134,Focus,Diesel,1.5L,Manual,"60,485 miles",5,118 bhp,2017 (67),74.3,Estate,99 g/km,GREY,"£11,000"
135,Focus,Diesel,1.5L,Manual,"48,537 miles",5,118 bhp,2017 (17),74.3,Estate,99 g/km,BLUE,"£11,000"
136,Ecosport,Diesel,1.5L,Manual,"32,374 miles",5,94 bhp,2017 (67),64.2,Hatchback,115 g/km,MOONDUST SILVER,"£10,900"
137,Kuga,Diesel,2.0L,Manual,"64,818 miles",5,148 bhp,2016 (16),60.1,Hatchback,122 g/km,ORANGE,"£10,750"
138,Mondeo,Diesel,2.0L,Manual,"71,077 miles",5,148 bhp,2016 (16),68.9,Hatchback,107 g/km,GREY,"£10,400"
139,Fiesta,Petrol,1.1L,Manual,"30,134 miles",5,85 bhp,2018 (18),64.2,Hatchback,101 g/km,BLUE,"£10,300"
140,Ka+,Petrol,1.2L,Manual,"11,499 miles",5,84 bhp,2019 (68),47.9,Hatchback,114 g/km,BLACK,"£10,200"
141,Focus,Diesel,1.5L,Automatic,"59,682 miles",5,118 bhp,2017 (66),67.3,Hatchback,109 g/km,BLUE,"£10,100"
142,Ka+,Petrol,1.2L,Manual,"3,080 miles",5,69 bhp,2019 (69),48.7,Hatchback,117 g/km,GREY,"£10,000"
143,Ka+,Petrol,1.2L,Manual,"11,111 miles",5,84 bhp,2018 (68),43.5,Hatchback,129 g/km,GREY,"£10,000"
144,Focus,Petrol,1.0L,Manual,"44,034 miles",5,123 bhp,2016 (16),60.1,Hatchback,108 g/km,RED,"£9,500"
145,Focus,Diesel,1.6L,Manual,"33,171 miles",5,114 bhp,2015 (15),67.3,Estate,109 g/km,WHITE,"£9,400"
146,Fiesta,Petrol,1.0L,Manual,"29,006 miles",3,138 bhp,2016 (16),62.8,Hatchback,104 g/km,BLACK,"£9,400"
147,C-Max,Diesel,1.5L,Manual,"30,598 miles",5,118 bhp,2015 (65),68.9,MPV,105 g/km,RED,"£9,100"
148,Ecosport,Petrol,1.0L,Manual,"60,729 miles",5,123 bhp,2017 (17),52.3,Hatchback,125 g/km,BLUE,"£8,900"
149,Fiesta,Petrol,1.0L,Manual,"50,240 miles",3,123 bhp,2017 (66),65.7,Hatchback,99 g/km,SILVER,"£8,800"
150,Fiesta,Petrol,1.0L,Manual,"44,538 miles",3,123 bhp,2016 (66),65.7,Hatchback,99 g/km,FROZEN WHITE,"£8,700"
151,Ka+,Petrol,1.2L,Manual,"19,467 miles",5,68 bhp,2017 (67),57.7,Hatchback,114 g/km,BLUE,"£8,600"
152,Focus,Diesel,1.5L,Manual,"73,904 miles",5,118 bhp,2016 (16),74.3,Estate,98 g/km,GREY,"£8,300"
153,Fiesta,Petrol,1.0L,Manual,"50,002 miles",5,99 bhp,2017 (17),65.7,Hatchback,99 g/km,GREY,"£8,100"
